SHINEuid,FISH_Broad_Type,Occurrences
47235,AGRICULTURE AND SUBSISTENCE,2
47236,AGRICULTURE AND SUBSISTENCE,2
47237,NA,1
47238,DOMESTIC,1
47239,AGRICULTURE AND SUBSISTENCE,1
47240,INDUSTRIAL,1
47241,AGRICULTURE AND SUBSISTENCE,1
47241,INDUSTRIAL,1
47242,AGRICULTURE AND SUBSISTENCE,1
47243,"GARDENS, PARKS AND URBAN SPACES",1
47244,AGRICULTURE AND SUBSISTENCE,1
47244,DOMESTIC,1
47245,NA,1
47246,"GARDENS, PARKS AND URBAN SPACES",1
47247,DOMESTIC,1
47248,AGRICULTURE AND SUBSISTENCE,4
47249,AGRICULTURE AND SUBSISTENCE,1
47249,DOMESTIC,1
47250,DOMESTIC,2
47251,AGRICULTURE AND SUBSISTENCE,1
47252,DOMESTIC,1
47253,AGRICULTURE AND SUBSISTENCE,1
47253,DOMESTIC,1
47255,AGRICULTURE AND SUBSISTENCE,1
47256,DOMESTIC,1
47256,WATER SUPPLY AND DRAINAGE,1
47257,DOMESTIC,1
47258,DOMESTIC,1
47259,AGRICULTURE AND SUBSISTENCE,1
47259,DOMESTIC,1
47260,DOMESTIC,1
47261,DOMESTIC,1
47262,INDUSTRIAL,1
47263,AGRICULTURE AND SUBSISTENCE,1
47264,AGRICULTURE AND SUBSISTENCE,1
47265,DOMESTIC,2
47265,NA,2
47266,AGRICULTURE AND SUBSISTENCE,3
47267,DOMESTIC,2
47268,DOMESTIC,1
47269,INDUSTRIAL,1
47270,AGRICULTURE AND SUBSISTENCE,2
47271,DOMESTIC,1
47272,DOMESTIC,1
47273,AGRICULTURE AND SUBSISTENCE,2
47274,AGRICULTURE AND SUBSISTENCE,1
47275,AGRICULTURE AND SUBSISTENCE,1
47276,AGRICULTURE AND SUBSISTENCE,1
47277,DOMESTIC,1
47278,DOMESTIC,1
47279,AGRICULTURE AND SUBSISTENCE,1
47280,DOMESTIC,1
47281,DOMESTIC,1
47282,AGRICULTURE AND SUBSISTENCE,1
47283,AGRICULTURE AND SUBSISTENCE,5
47284,DOMESTIC,1
47285,AGRICULTURE AND SUBSISTENCE,1
47286,AGRICULTURE AND SUBSISTENCE,1
47286,COMMERCIAL,1
47287,AGRICULTURE AND SUBSISTENCE,3
47288,COMMERCIAL,1
47288,DOMESTIC,1
47289,AGRICULTURE AND SUBSISTENCE,2
47290,AGRICULTURE AND SUBSISTENCE,1
47291,AGRICULTURE AND SUBSISTENCE,1
47291,DOMESTIC,1
47291,WATER SUPPLY AND DRAINAGE,1
47292,DOMESTIC,1
47293,AGRICULTURE AND SUBSISTENCE,5
47294,AGRICULTURE AND SUBSISTENCE,3
47295,DOMESTIC,1
47296,AGRICULTURE AND SUBSISTENCE,2
47297,DOMESTIC,1
47298,DOMESTIC,1
47298,NA,1
47299,AGRICULTURE AND SUBSISTENCE,2
47300,AGRICULTURE AND SUBSISTENCE,1
47301,AGRICULTURE AND SUBSISTENCE,2
47302,AGRICULTURE AND SUBSISTENCE,2
47303,AGRICULTURE AND SUBSISTENCE,1
47303,DOMESTIC,1
47303,INDUSTRIAL,1
47303,NA,1
47304,AGRICULTURE AND SUBSISTENCE,1
47305,DOMESTIC,1
47305,NA,1
47306,AGRICULTURE AND SUBSISTENCE,1
47306,COMMERCIAL,1
47306,DOMESTIC,1
47307,NA,1
47308,"GARDENS, PARKS AND URBAN SPACES",2
47310,AGRICULTURE AND SUBSISTENCE,1
47310,DOMESTIC,1
47310,WATER SUPPLY AND DRAINAGE,1
47311,DOMESTIC,1
47312,AGRICULTURE AND SUBSISTENCE,1
47313,AGRICULTURE AND SUBSISTENCE,1
47314,DOMESTIC,1
47315,AGRICULTURE AND SUBSISTENCE,1
47315,DOMESTIC,1
47316,DOMESTIC,1
47317,AGRICULTURE AND SUBSISTENCE,2
47318,DOMESTIC,1
47318,INDUSTRIAL,1
47319,DOMESTIC,1
47320,DOMESTIC,1
47321,AGRICULTURE AND SUBSISTENCE,1
47321,NA,1
47322,AGRICULTURE AND SUBSISTENCE,1
47323,AGRICULTURE AND SUBSISTENCE,1
47325,AGRICULTURE AND SUBSISTENCE,1
47325,INDUSTRIAL,1
47326,DOMESTIC,1
47327,DOMESTIC,1
47328,AGRICULTURE AND SUBSISTENCE,1
47328,DOMESTIC,1
47329,AGRICULTURE AND SUBSISTENCE,1
47329,"GARDENS, PARKS AND URBAN SPACES",1
47330,INDUSTRIAL,1
47331,DOMESTIC,2
47332,AGRICULTURE AND SUBSISTENCE,4
47333,AGRICULTURE AND SUBSISTENCE,2
47334,AGRICULTURE AND SUBSISTENCE,2
47335,AGRICULTURE AND SUBSISTENCE,1
47335,DOMESTIC,1
47336,AGRICULTURE AND SUBSISTENCE,2
47337,AGRICULTURE AND SUBSISTENCE,2
47338,AGRICULTURE AND SUBSISTENCE,3
47339,DOMESTIC,1
47339,INDUSTRIAL,1
47339,WATER SUPPLY AND DRAINAGE,1
47340,DOMESTIC,1
47341,AGRICULTURE AND SUBSISTENCE,2
47342,AGRICULTURE AND SUBSISTENCE,2
47343,DOMESTIC,1
47344,AGRICULTURE AND SUBSISTENCE,1
47344,INDUSTRIAL,1
47345,DOMESTIC,1
47345,INDUSTRIAL,1
47346,AGRICULTURE AND SUBSISTENCE,1
47347,AGRICULTURE AND SUBSISTENCE,1
47348,INDUSTRIAL,1
47349,AGRICULTURE AND SUBSISTENCE,2
47350,AGRICULTURE AND SUBSISTENCE,1
47351,DOMESTIC,1
47352,AGRICULTURE AND SUBSISTENCE,1
47352,COMMERCIAL,1
47352,INDUSTRIAL,1
47353,INDUSTRIAL,1
47354,AGRICULTURE AND SUBSISTENCE,1
47355,DOMESTIC,1
47355,WATER SUPPLY AND DRAINAGE,1
47356,AGRICULTURE AND SUBSISTENCE,4
47357,DOMESTIC,1
47358,AGRICULTURE AND SUBSISTENCE,2
47359,AGRICULTURE AND SUBSISTENCE,1
47360,DOMESTIC,1
47361,AGRICULTURE AND SUBSISTENCE,1
47361,DOMESTIC,1
47362,DOMESTIC,1
47362,INDUSTRIAL,1
47362,WATER SUPPLY AND DRAINAGE,1
47363,NA,1
47364,AGRICULTURE AND SUBSISTENCE,1
47364,INDUSTRIAL,1
47365,COMMERCIAL,1
47365,INDUSTRIAL,1
47366,AGRICULTURE AND SUBSISTENCE,2
47366,COMMERCIAL,2
47367,AGRICULTURE AND SUBSISTENCE,1
47367,"GARDENS, PARKS AND URBAN SPACES",1
47368,DOMESTIC,1
47369,AGRICULTURE AND SUBSISTENCE,1
47369,DOMESTIC,1
47370,DOMESTIC,1
47371,AGRICULTURE AND SUBSISTENCE,1
47372,DOMESTIC,1
47373,AGRICULTURE AND SUBSISTENCE,1
47374,AGRICULTURE AND SUBSISTENCE,1
47375,AGRICULTURE AND SUBSISTENCE,1
47376,DOMESTIC,1
47376,NA,1
47377,DOMESTIC,1
47378,DOMESTIC,1
47379,AGRICULTURE AND SUBSISTENCE,1
47379,NA,1
47380,DOMESTIC,1
47381,AGRICULTURE AND SUBSISTENCE,1
47382,AGRICULTURE AND SUBSISTENCE,1
47383,DOMESTIC,1
47384,AGRICULTURE AND SUBSISTENCE,1
47385,AGRICULTURE AND SUBSISTENCE,1
47386,DOMESTIC,1
47387,DOMESTIC,1
47388,AGRICULTURE AND SUBSISTENCE,1
47389,AGRICULTURE AND SUBSISTENCE,1
47389,DOMESTIC,1
47389,INDUSTRIAL,1
47389,WATER SUPPLY AND DRAINAGE,1
47390,DOMESTIC,1
47391,AGRICULTURE AND SUBSISTENCE,2
47392,NA,1
47393,AGRICULTURE AND SUBSISTENCE,1
47394,AGRICULTURE AND SUBSISTENCE,3
47395,AGRICULTURE AND SUBSISTENCE,2
47396,AGRICULTURE AND SUBSISTENCE,2
47397,AGRICULTURE AND SUBSISTENCE,1
47398,AGRICULTURE AND SUBSISTENCE,1
47398,COMMERCIAL,1
47399,AGRICULTURE AND SUBSISTENCE,1
47399,INDUSTRIAL,1
47400,DOMESTIC,2
47401,AGRICULTURE AND SUBSISTENCE,1
47401,DOMESTIC,1
47402,DOMESTIC,1
47402,WATER SUPPLY AND DRAINAGE,1
47403,DOMESTIC,1
47404,AGRICULTURE AND SUBSISTENCE,2
47405,DOMESTIC,1
47406,AGRICULTURE AND SUBSISTENCE,3
47407,AGRICULTURE AND SUBSISTENCE,3
47408,AGRICULTURE AND SUBSISTENCE,1
47408,DOMESTIC,1
47409,AGRICULTURE AND SUBSISTENCE,1
47410,AGRICULTURE AND SUBSISTENCE,2
47411,AGRICULTURE AND SUBSISTENCE,1
47412,DOMESTIC,1
47413,AGRICULTURE AND SUBSISTENCE,2
47414,AGRICULTURE AND SUBSISTENCE,1
47414,COMMERCIAL,1
47415,NA,1
47416,DOMESTIC,1
47417,AGRICULTURE AND SUBSISTENCE,2
47418,DOMESTIC,1
47418,WATER SUPPLY AND DRAINAGE,1
47419,AGRICULTURE AND SUBSISTENCE,1
47420,DOMESTIC,1
47421,DOMESTIC,1
47422,AGRICULTURE AND SUBSISTENCE,1
47422,COMMERCIAL,1
47423,DOMESTIC,1
47423,WATER SUPPLY AND DRAINAGE,1
47424,DOMESTIC,1
47425,AGRICULTURE AND SUBSISTENCE,1
47425,COMMERCIAL,1
47426,AGRICULTURE AND SUBSISTENCE,2
47427,AGRICULTURE AND SUBSISTENCE,2
47428,AGRICULTURE AND SUBSISTENCE,1
47429,DOMESTIC,1
47430,AGRICULTURE AND SUBSISTENCE,2
47431,DOMESTIC,1
47432,AGRICULTURE AND SUBSISTENCE,1
47433,DOMESTIC,1
47433,WATER SUPPLY AND DRAINAGE,1
47434,AGRICULTURE AND SUBSISTENCE,3
47435,AGRICULTURE AND SUBSISTENCE,1
47436,DOMESTIC,1
47436,WATER SUPPLY AND DRAINAGE,1
47437,DOMESTIC,1
47438,AGRICULTURE AND SUBSISTENCE,2
47439,AGRICULTURE AND SUBSISTENCE,3
47440,TRANSPORT,1
47441,AGRICULTURE AND SUBSISTENCE,1
47442,AGRICULTURE AND SUBSISTENCE,1
47443,AGRICULTURE AND SUBSISTENCE,4
47444,DOMESTIC,1
47445,AGRICULTURE AND SUBSISTENCE,1
47446,"GARDENS, PARKS AND URBAN SPACES",1
47447,"GARDENS, PARKS AND URBAN SPACES",1
47448,"GARDENS, PARKS AND URBAN SPACES",1
47449,"GARDENS, PARKS AND URBAN SPACES",1
47450,"GARDENS, PARKS AND URBAN SPACES",1
47451,AGRICULTURE AND SUBSISTENCE,1
47452,COMMERCIAL,1
47453,DOMESTIC,1
47454,AGRICULTURE AND SUBSISTENCE,1
47455,AGRICULTURE AND SUBSISTENCE,1
47455,INDUSTRIAL,1
47456,AGRICULTURE AND SUBSISTENCE,3
47457,AGRICULTURE AND SUBSISTENCE,1
47457,DOMESTIC,1
47457,WATER SUPPLY AND DRAINAGE,1
47458,AGRICULTURE AND SUBSISTENCE,1
47459,DOMESTIC,1
47459,WATER SUPPLY AND DRAINAGE,1
47459,NA,1
47460,AGRICULTURE AND SUBSISTENCE,1
47460,INDUSTRIAL,1
47460,NA,1
47461,DOMESTIC,1
47462,AGRICULTURE AND SUBSISTENCE,1
47463,DOMESTIC,1
47464,AGRICULTURE AND SUBSISTENCE,2
47465,DOMESTIC,1
47466,AGRICULTURE AND SUBSISTENCE,1
47466,COMMERCIAL,1
47467,AGRICULTURE AND SUBSISTENCE,1
47468,DOMESTIC,1
47468,WATER SUPPLY AND DRAINAGE,1
47469,DOMESTIC,1
47470,AGRICULTURE AND SUBSISTENCE,2
47471,AGRICULTURE AND SUBSISTENCE,3
47472,INDUSTRIAL,1
47473,DOMESTIC,1
47473,WATER SUPPLY AND DRAINAGE,1
47474,DOMESTIC,1
47474,WATER SUPPLY AND DRAINAGE,1
47475,COMMERCIAL,1
47476,AGRICULTURE AND SUBSISTENCE,1
47476,DOMESTIC,1
47477,AGRICULTURE AND SUBSISTENCE,4
47478,DOMESTIC,1
47479,AGRICULTURE AND SUBSISTENCE,1
47480,AGRICULTURE AND SUBSISTENCE,1
47481,DOMESTIC,1
47482,DOMESTIC,1
47483,DOMESTIC,1
47484,AGRICULTURE AND SUBSISTENCE,2
47485,AGRICULTURE AND SUBSISTENCE,1
47486,AGRICULTURE AND SUBSISTENCE,1
47487,AGRICULTURE AND SUBSISTENCE,1
47488,AGRICULTURE AND SUBSISTENCE,1
47489,AGRICULTURE AND SUBSISTENCE,1
47490,AGRICULTURE AND SUBSISTENCE,1
47491,AGRICULTURE AND SUBSISTENCE,2
47492,AGRICULTURE AND SUBSISTENCE,1
47493,"GARDENS, PARKS AND URBAN SPACES",1
47494,AGRICULTURE AND SUBSISTENCE,1
47495,MONUMENT (BY FORM),1
47496,AGRICULTURE AND SUBSISTENCE,1
47497,AGRICULTURE AND SUBSISTENCE,1
47498,NA,1
47499,DOMESTIC,1
47500,AGRICULTURE AND SUBSISTENCE,1
47501,AGRICULTURE AND SUBSISTENCE,1
47502,AGRICULTURE AND SUBSISTENCE,1
47503,AGRICULTURE AND SUBSISTENCE,1
47504,AGRICULTURE AND SUBSISTENCE,1
47505,AGRICULTURE AND SUBSISTENCE,1
47506,DOMESTIC,1
47507,DOMESTIC,1
47508,COMMERCIAL,1
47509,DOMESTIC,1
47510,DOMESTIC,1
47511,DOMESTIC,1
47512,DOMESTIC,1
47513,DOMESTIC,1
47514,DOMESTIC,1
47515,AGRICULTURE AND SUBSISTENCE,1
47516,AGRICULTURE AND SUBSISTENCE,1
47517,TRANSPORT,1
47518,DOMESTIC,1
47519,TRANSPORT,1
47520,INDUSTRIAL,1
47521,AGRICULTURE AND SUBSISTENCE,1
47522,INDUSTRIAL,1
47523,AGRICULTURE AND SUBSISTENCE,1
47524,DOMESTIC,1
47525,DOMESTIC,1
47526,DOMESTIC,1
47527,DOMESTIC,1
47528,DOMESTIC,1
47529,DOMESTIC,2
47530,AGRICULTURE AND SUBSISTENCE,1
47530,WATER SUPPLY AND DRAINAGE,1
47531,INDUSTRIAL,1
47532,AGRICULTURE AND SUBSISTENCE,1
47532,MONUMENT (BY FORM),1
47533,DOMESTIC,1
47534,INDUSTRIAL,1
47535,INDUSTRIAL,1
47536,TRANSPORT,1
47537,MONUMENT (BY FORM),1
47538,INDUSTRIAL,1
47539,INDUSTRIAL,1
47540,AGRICULTURE AND SUBSISTENCE,1
47541,INDUSTRIAL,1
47542,INDUSTRIAL,1
47543,AGRICULTURE AND SUBSISTENCE,2
47544,DOMESTIC,1
47545,AGRICULTURE AND SUBSISTENCE,1
47546,AGRICULTURE AND SUBSISTENCE,1
47546,DOMESTIC,1
47547,INDUSTRIAL,1
47548,MONUMENT (BY FORM),1
47549,AGRICULTURE AND SUBSISTENCE,1
47550,AGRICULTURE AND SUBSISTENCE,1
47551,DOMESTIC,1
47552,DOMESTIC,1
47553,AGRICULTURE AND SUBSISTENCE,1
47554,AGRICULTURE AND SUBSISTENCE,1
47555,AGRICULTURE AND SUBSISTENCE,1
47556,TRANSPORT,1
47557,WATER SUPPLY AND DRAINAGE,1
47558,INDUSTRIAL,1
47559,TRANSPORT,1
47560,INDUSTRIAL,1
47561,INDUSTRIAL,1
47562,TRANSPORT,1
47563,"GARDENS, PARKS AND URBAN SPACES",1
47564,TRANSPORT,1
47565,MONUMENT (BY FORM),1
47566,INDUSTRIAL,1
47567,INDUSTRIAL,1
47568,INDUSTRIAL,1
47569,MONUMENT (BY FORM),1
47570,INDUSTRIAL,1
47571,INDUSTRIAL,1
47572,INDUSTRIAL,1
47573,INDUSTRIAL,1
47574,INDUSTRIAL,1
47575,MONUMENT (BY FORM),1
47576,AGRICULTURE AND SUBSISTENCE,1
47577,AGRICULTURE AND SUBSISTENCE,1
47578,MONUMENT (BY FORM),1
47579,MONUMENT (BY FORM),1
47580,MONUMENT (BY FORM),1
47581,"GARDENS, PARKS AND URBAN SPACES",1
47582,TRANSPORT,1
47583,AGRICULTURE AND SUBSISTENCE,1
47584,TRANSPORT,1
47585,AGRICULTURE AND SUBSISTENCE,1
47586,INDUSTRIAL,1
47587,INDUSTRIAL,1
47588,"GARDENS, PARKS AND URBAN SPACES",1
47589,INDUSTRIAL,1
47590,INDUSTRIAL,1
47591,INDUSTRIAL,1
47592,MONUMENT (BY FORM),1
47593,"GARDENS, PARKS AND URBAN SPACES",1
47594,MONUMENT (BY FORM),1
47595,INDUSTRIAL,1
47596,"GARDENS, PARKS AND URBAN SPACES",1
47597,UNASSIGNED,1
47598,MONUMENT (BY FORM),1
47599,INDUSTRIAL,1
47600,"RELIGIOUS, RITUAL AND FUNERARY",1
47601,"GARDENS, PARKS AND URBAN SPACES",1
47602,WATER SUPPLY AND DRAINAGE,1
47603,"GARDENS, PARKS AND URBAN SPACES",1
47604,INDUSTRIAL,1
47605,INDUSTRIAL,1
47606,INDUSTRIAL,1
47607,INDUSTRIAL,1
47608,AGRICULTURE AND SUBSISTENCE,1
47609,INDUSTRIAL,1
47610,WATER SUPPLY AND DRAINAGE,1
47611,"GARDENS, PARKS AND URBAN SPACES",1
47612,DOMESTIC,1
47613,DOMESTIC,1
47614,TRANSPORT,1
47615,INDUSTRIAL,1
47616,INDUSTRIAL,1
47617,TRANSPORT,1
47618,INDUSTRIAL,1
47619,"GARDENS, PARKS AND URBAN SPACES",1
47620,WATER SUPPLY AND DRAINAGE,1
47621,"GARDENS, PARKS AND URBAN SPACES",1
47622,"GARDENS, PARKS AND URBAN SPACES",1
47623,TRANSPORT,1
47624,"GARDENS, PARKS AND URBAN SPACES",1
47625,AGRICULTURE AND SUBSISTENCE,1
47626,"RELIGIOUS, RITUAL AND FUNERARY",1
47627,MONUMENT (BY FORM),1
47628,INDUSTRIAL,1
47629,AGRICULTURE AND SUBSISTENCE,1
47630,MONUMENT (BY FORM),1
47631,MONUMENT (BY FORM),1
47632,INDUSTRIAL,1
47633,TRANSPORT,1
47634,MONUMENT (BY FORM),1
47635,INDUSTRIAL,1
47636,"GARDENS, PARKS AND URBAN SPACES",1
47637,"GARDENS, PARKS AND URBAN SPACES",1
47638,MONUMENT (BY FORM),1
47639,MONUMENT (BY FORM),1
47640,INDUSTRIAL,1
47641,INDUSTRIAL,1
47642,INDUSTRIAL,1
47643,TRANSPORT,1
47644,TRANSPORT,1
47645,AGRICULTURE AND SUBSISTENCE,1
47646,TRANSPORT,1
47647,WATER SUPPLY AND DRAINAGE,1
47648,WATER SUPPLY AND DRAINAGE,1
47649,TRANSPORT,1
47650,TRANSPORT,1
47651,"GARDENS, PARKS AND URBAN SPACES",1
47652,AGRICULTURE AND SUBSISTENCE,1
47653,"GARDENS, PARKS AND URBAN SPACES",1
47654,"GARDENS, PARKS AND URBAN SPACES",1
47655,INDUSTRIAL,1
47656,TRANSPORT,1
47657,"GARDENS, PARKS AND URBAN SPACES",1
47658,"GARDENS, PARKS AND URBAN SPACES",1
47659,WATER SUPPLY AND DRAINAGE,1
47660,TRANSPORT,1
47661,NA,1
47662,INDUSTRIAL,1
47663,"GARDENS, PARKS AND URBAN SPACES",1
47664,WATER SUPPLY AND DRAINAGE,1
47665,MONUMENT (BY FORM),1
47666,TRANSPORT,1
47667,INDUSTRIAL,1
47668,MONUMENT (BY FORM),1
47669,"GARDENS, PARKS AND URBAN SPACES",1
47670,INDUSTRIAL,1
47671,WATER SUPPLY AND DRAINAGE,1
47672,WATER SUPPLY AND DRAINAGE,1
47673,MONUMENT (BY FORM),1
47674,MONUMENT (BY FORM),1
47675,"GARDENS, PARKS AND URBAN SPACES",1
47676,AGRICULTURE AND SUBSISTENCE,1
47677,AGRICULTURE AND SUBSISTENCE,1
47678,TRANSPORT,1
47679,DOMESTIC,1
47680,DOMESTIC,1
47681,DOMESTIC,1
47682,AGRICULTURE AND SUBSISTENCE,1
47683,NA,1
47684,"GARDENS, PARKS AND URBAN SPACES",1
47685,"GARDENS, PARKS AND URBAN SPACES",1
47686,DOMESTIC,1
47687,AGRICULTURE AND SUBSISTENCE,1
47688,"GARDENS, PARKS AND URBAN SPACES",1
47689,"GARDENS, PARKS AND URBAN SPACES",1
47690,TRANSPORT,1
47691,INDUSTRIAL,1
47692,"RELIGIOUS, RITUAL AND FUNERARY",1
47693,AGRICULTURE AND SUBSISTENCE,1
47694,AGRICULTURE AND SUBSISTENCE,1
47695,INDUSTRIAL,1
47696,MONUMENT (BY FORM),1
47697,TRANSPORT,1
47698,INDUSTRIAL,1
47698,WATER SUPPLY AND DRAINAGE,1
47699,AGRICULTURE AND SUBSISTENCE,1
47700,MONUMENT (BY FORM),1
47700,"RELIGIOUS, RITUAL AND FUNERARY",1
47701,AGRICULTURE AND SUBSISTENCE,1
47701,"RELIGIOUS, RITUAL AND FUNERARY",1
47702,AGRICULTURE AND SUBSISTENCE,1
47703,AGRICULTURE AND SUBSISTENCE,1
47704,MONUMENT (BY FORM),1
47705,AGRICULTURE AND SUBSISTENCE,1
47706,"RELIGIOUS, RITUAL AND FUNERARY",1
47707,"RELIGIOUS, RITUAL AND FUNERARY",1
47708,MONUMENT (BY FORM),1
47709,AGRICULTURE AND SUBSISTENCE,1
47710,TRANSPORT,1
47711,AGRICULTURE AND SUBSISTENCE,1
47712,INDUSTRIAL,2
47713,INDUSTRIAL,1
47714,MONUMENT (BY FORM),1
47715,"RELIGIOUS, RITUAL AND FUNERARY",1
47716,AGRICULTURE AND SUBSISTENCE,1
47717,AGRICULTURE AND SUBSISTENCE,1
47718,MONUMENT (BY FORM),1
47719,AGRICULTURE AND SUBSISTENCE,1
47720,AGRICULTURE AND SUBSISTENCE,1
47721,AGRICULTURE AND SUBSISTENCE,1
47722,AGRICULTURE AND SUBSISTENCE,1
47723,AGRICULTURE AND SUBSISTENCE,1
47724,AGRICULTURE AND SUBSISTENCE,1
47725,AGRICULTURE AND SUBSISTENCE,1
47726,AGRICULTURE AND SUBSISTENCE,1
47727,MONUMENT (BY FORM),1
47728,"GARDENS, PARKS AND URBAN SPACES",1
47729,WATER SUPPLY AND DRAINAGE,1
47730,AGRICULTURE AND SUBSISTENCE,1
47731,TRANSPORT,1
47732,MONUMENT (BY FORM),1
47733,TRANSPORT,1
47734,AGRICULTURE AND SUBSISTENCE,1
47735,TRANSPORT,1
47736,TRANSPORT,1
47737,MONUMENT (BY FORM),1
47738,NA,1
47739,MONUMENT (BY FORM),1
47740,WATER SUPPLY AND DRAINAGE,1
47741,TRANSPORT,1
47742,AGRICULTURE AND SUBSISTENCE,1
47743,AGRICULTURE AND SUBSISTENCE,1
47744,MONUMENT (BY FORM),1
47745,TRANSPORT,1
47746,TRANSPORT,1
47747,WATER SUPPLY AND DRAINAGE,1
47748,"GARDENS, PARKS AND URBAN SPACES",1
47749,"GARDENS, PARKS AND URBAN SPACES",1
47750,DEFENCE,1
47751,MONUMENT (BY FORM),1
47752,AGRICULTURE AND SUBSISTENCE,1
47753,DOMESTIC,1
47756,INDUSTRIAL,1
47757,MARITIME,1
47758,INDUSTRIAL,1
47759,DOMESTIC,1
47761,AGRICULTURE AND SUBSISTENCE,1
47761,DOMESTIC,1
47762,INDUSTRIAL,1
47763,MONUMENT (BY FORM),1
47764,INDUSTRIAL,1
47765,AGRICULTURE AND SUBSISTENCE,2
47765,INDUSTRIAL,2
47766,INDUSTRIAL,3
47767,INDUSTRIAL,1
47768,DOMESTIC,1
47768,INDUSTRIAL,1
47769,INDUSTRIAL,1
47769,MONUMENT (BY FORM),1
47769,TRANSPORT,1
47770,TRANSPORT,1
47771,MONUMENT (BY FORM),1
47773,INDUSTRIAL,1
47774,INDUSTRIAL,1
47774,MONUMENT (BY FORM),1
47775,TRANSPORT,1
47776,MONUMENT (BY FORM),1
47777,MONUMENT (BY FORM),1
47778,INDUSTRIAL,1
47779,INDUSTRIAL,1
47780,INDUSTRIAL,1
47781,INDUSTRIAL,1
47782,INDUSTRIAL,1
47783,INDUSTRIAL,1
47784,WATER SUPPLY AND DRAINAGE,1
47785,INDUSTRIAL,1
47786,INDUSTRIAL,1
47787,INDUSTRIAL,1
47788,MONUMENT (BY FORM),1
47789,INDUSTRIAL,1
47790,INDUSTRIAL,1
47791,INDUSTRIAL,1
47792,INDUSTRIAL,1
47793,INDUSTRIAL,1
47794,INDUSTRIAL,1
47795,INDUSTRIAL,1
47796,INDUSTRIAL,1
47797,INDUSTRIAL,1
47798,MONUMENT (BY FORM),1
47799,MONUMENT (BY FORM),1
47800,INDUSTRIAL,1
47801,INDUSTRIAL,1
47802,INDUSTRIAL,1
47803,INDUSTRIAL,1
47804,AGRICULTURE AND SUBSISTENCE,1
47804,INDUSTRIAL,1
47804,WATER SUPPLY AND DRAINAGE,1
47805,MONUMENT (BY FORM),1
47806,AGRICULTURE AND SUBSISTENCE,1
47807,MONUMENT (BY FORM),1
47808,INDUSTRIAL,1
47809,TRANSPORT,1
47810,INDUSTRIAL,1
47811,INDUSTRIAL,1
47812,INDUSTRIAL,1
47813,INDUSTRIAL,1
47814,INDUSTRIAL,1
47815,INDUSTRIAL,1
47816,INDUSTRIAL,1
47817,INDUSTRIAL,1
47818,INDUSTRIAL,1
47819,INDUSTRIAL,1
47820,INDUSTRIAL,1
47821,INDUSTRIAL,1
47821,MONUMENT (BY FORM),1
47822,MONUMENT (BY FORM),1
47823,MONUMENT (BY FORM),1
47824,MONUMENT (BY FORM),1
47825,DOMESTIC,1
47826,DOMESTIC,1
47827,INDUSTRIAL,1
47828,MONUMENT (BY FORM),1
47829,INDUSTRIAL,1
47830,INDUSTRIAL,1
47831,INDUSTRIAL,1
47831,MONUMENT (BY FORM),1
47832,INDUSTRIAL,1
47833,INDUSTRIAL,1
47834,INDUSTRIAL,1
47835,INDUSTRIAL,1
47836,INDUSTRIAL,1
47837,INDUSTRIAL,1
47838,INDUSTRIAL,1
47839,INDUSTRIAL,1
47840,INDUSTRIAL,1
47841,INDUSTRIAL,1
47842,INDUSTRIAL,1
47843,INDUSTRIAL,1
47844,INDUSTRIAL,1
47845,INDUSTRIAL,1
47846,WATER SUPPLY AND DRAINAGE,1
47847,TRANSPORT,1
47848,INDUSTRIAL,1
47849,MONUMENT (BY FORM),1
47850,AGRICULTURE AND SUBSISTENCE,1
47851,AGRICULTURE AND SUBSISTENCE,1
47852,MONUMENT (BY FORM),1
47853,MONUMENT (BY FORM),1
47854,INDUSTRIAL,1
47855,"RELIGIOUS, RITUAL AND FUNERARY",1
47856,INDUSTRIAL,1
47857,"GARDENS, PARKS AND URBAN SPACES",1
47858,INDUSTRIAL,1
47859,TRANSPORT,1
47860,AGRICULTURE AND SUBSISTENCE,1
47861,MONUMENT (BY FORM),1
47862,AGRICULTURE AND SUBSISTENCE,1
47863,MONUMENT (BY FORM),1
47864,TRANSPORT,1
47865,TRANSPORT,1
47866,MONUMENT (BY FORM),1
47867,"RELIGIOUS, RITUAL AND FUNERARY",1
47868,AGRICULTURE AND SUBSISTENCE,1
47869,AGRICULTURE AND SUBSISTENCE,1
47870,TRANSPORT,1
47871,DOMESTIC,1
47872,MONUMENT (BY FORM),1
47873,TRANSPORT,1
47874,AGRICULTURE AND SUBSISTENCE,1
47874,DOMESTIC,1
47875,AGRICULTURE AND SUBSISTENCE,1
47876,AGRICULTURE AND SUBSISTENCE,1
47877,TRANSPORT,1
47878,TRANSPORT,1
47879,MONUMENT (BY FORM),2
47881,AGRICULTURE AND SUBSISTENCE,1
47882,MONUMENT (BY FORM),1
47883,RECREATIONAL,1
47884,AGRICULTURE AND SUBSISTENCE,1
47885,DOMESTIC,1
47886,AGRICULTURE AND SUBSISTENCE,1
47887,DOMESTIC,1
47888,AGRICULTURE AND SUBSISTENCE,1
47889,AGRICULTURE AND SUBSISTENCE,1
47890,MONUMENT (BY FORM),1
47891,TRANSPORT,1
47892,TRANSPORT,1
47893,INDUSTRIAL,2
47894,MONUMENT (BY FORM),1
47895,INDUSTRIAL,1
