SHINEuid,MonType,HER Number,Name,PrtctStat,Summary,PeriodStrt,PeriodEnd,Evidence,Descript,PrimRefNo,SHINE_name,CandStat,SHI_Form,SHI_Signif,SHI_StatID,SHI_Stat,Shape,BroadType_Code,Keep_YN.x,Keep_YN.y,countNoKeep,countSHINEuids
39083,BIELD,36568,"Bield East of Tongue House, Duddon",,This bield (wall built to give shelter to sheep) is situated in a field East of Tongue House.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,4fc951fb-931a-4df5-a9cb-12df86bb79f8,"Structural remains of a bield of unknown date at Duddon, Dunnerdale-with-Seathwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39107,BIELD,36644,"Bield northwest of Ennerdale Forest, Ennerdale",,This bield (wall built to give shelter to sheep) is situated on the hillside northwest of Ennerdale Forest.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,fa8b2b59-bfd0-4d06-b193-55d02f352bc4,"Structural remains of a bield of unknown date at Ennerdale Forest, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39108,BIELD,36645,"Bield North of Ennerdale Forest, Ennerdale",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Ennerdale Forest.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,4b1f182a-4898-4ea5-8e0b-2084779c36fe,"Structural remains of a sheepfold of unknown date at Ennerdale Forest, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39109,BIELD,36646,"Bield North of Ennerdale Forest, Ennerdale",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Ennerdale Forest.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,13d75666-d902-44d6-8db0-342c45e6f7fc,"Structural remains of a bield of unknown date at Ennerdale Forest, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39110,BIELD,36647,"Bield North of Ennerdale Forest, Ennerdale",,This bield (wall built to give shelter to sheep) is situated on the hillside North of Ennerdale Forest.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,9b8480ae-e1f8-4d1d-a460-4e08122eba65,"Structural remains of a bield of unknown date at Ennerdale Forest, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39120,BIELD,36660,"Bield South of Revelin Crag, Ennerdale",,This bield (wall built to give shelter to sheep) is situated on the hillside South of Revelin Crag.,POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Bield.,f244ea22-86fa-4a74-82e0-46abcf529f06,"Structural remains of a bield of unknown date at Revelin Crag, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39172,RAMP,36877,"Livestock loading ramp northeast of Chimney Crag, Troutbeck",,"This unusual rectangular feature located in a field northeast of Chimney Crag is possibly a livestock loading ramp (inclined plane connecting two different levels, for use by vehicles).",POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,An unusual rectangular feature 2m x 3m built into the slope of the hill creating a small raised platform located close to and orientated towards the gate into the field from the main road.,4dd3693c-b3fd-454b-93a4-9492c5e705af,"Above-ground remains of a livestock loading ramp of unknown date at Chimney Crag, Lakes",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
39178,BIELD,36896,"Bield northeast of Side Pike, Great Langdale",,This bield (wall built to give shelter to sheep) is situated in a field northeast of Side Pike.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield measures 35m long x up to 1.5m high.,22aedd7d-1d7a-4bbd-a9c9-a6f7fb2eb1dd,"Structural remains of a bield of unknown date at Side Pike, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39180,BIELD,36898,"Bield near Dungeon Ghyll Force, Great Langdale",,This bield (wall built to give shelter to sheep) is situated in a field near to Dungeon Ghyll Force.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield is straight and measures 15m long.,044c6da2-2a9f-4798-ada6-0ad8c0d03483,"Structural remains of a bield of unknown date at Dungeon Ghyll Force, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39183,BIELD,36901,"Bield northwest of Millbeck, Great Langdale",,This L-shaped bield (wall built to give shelter to sheep) is situated in a field northwest of Millbeck.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This L-shaped shelter wall is 25m in length and over 1.5m high. It is adjacent to lower field wall.,6c8bcea1-d01f-44a2-898a-70a81df2c4b7,"Structural remains of a bield of unknown date at Millbeck, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39185,LEAD MINE,36929,"Beckside Mine (trial) near Lower Gatesgarth, Buttermere",,Beckside Mine trial lead mine is situated on the southeastern edge of Buttermere Lake.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"At the edge of Buttermere is a small car-parking area, the flattened spoil heap of two small Lead workings on the other side of the road (NY 192 154). The low level is 30' long and the upper 15', and both are well concealed (J Adams 1988, S1234).",7eb2c64d-39b1-4f01-919f-07fbc07de6e4,"Above-ground remains of a mine of unknown date at Lower Gatesgarth, Buttermere",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
39188,GRAVEL PIT,36934,"Gravel pit near Buttermere Hotel, Buttermere",,"Gravel pit near Buttermere Hotel, Buttermere",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,8da34cf5-65db-46ea-9435-a262eb606771,Above-ground remains of a gravel pit of unknown date at Buttermere,yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39200,COPPER MINE,36978,"Spot How Gill Copper mine, Eskdale",,Spot How Gill Copper mine is situated southeast of Penny Hill Farm.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"Situated at NY 205 004, this consists of two distinct workings. The lower is a level with an air shaft; the higher is a level with two branches. The entrance to the East branch is by the side of the gill. A few yards to the South, in higher ground, is a",8fd77379-1cb4-40d3-a964-b8a4c9e625a3,"Above-ground remains of a mine of unknown date at Spot How Gill, Eskdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39201,GRAVEL PIT,36983,"Gravel pit in Greenburn Valley, Grasmere",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is located in Greenburn Valley.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,1a9f1780-c434-4b9f-a22b-3b51f8df6bf9,"Above-ground remains of a modern gravel pit at Greenburn Valley, Grasmere",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39207,GRAVEL PIT,37007,"Gravel pit near Low High Snab, Derwentwater, Borrowdale",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated near to Low High Snab.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,2718254c-ba82-4e20-bd7c-d9823577ddd4,"Above-ground remains of a quarry of unknown date at Low High Snab, Above Derwent",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39210,LEAD MINE,37012,"Caiston Glen Lead mine near Caiston Beck, Ullswater",,Caiston Glen Lead mine is situated on the hillside near to Caiston Beck.,POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,"The entrance to the main level is by the side of Caiston Beck (NY 394 100). It is about 26 yards long, and shows signs of Galena and Blende; southeast of the main trial is a smaller working (J Adams 1988, S1234).",2244ae93-a581-4f27-9a16-697098e2657a,"Above-ground and structural remains of a lead mine at Caiston Beck, Patterdale",yes,Structure(s) + above-ground feature(s),Low,2,Probable,Point,NA,N,N,1,1
39212,GRAVEL PIT,37014,"Gravel pit near Brother's Water, Ullswater",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated near to Brother's Water.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,e7a5f01d-61ae-4721-812c-270b924dc9b2,"Above-ground remains of a gravel pit of unknown date at Brother's Water, Patterdale",yes,Above-ground feature(s),Low,1,Possible,Point,2,N,N,1,1
39214,GRAVEL PIT,37025,"Gravel pit near Buckbarrow, Wasdale",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated near to Buckbarrow.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,773c5824-0ce3-4527-a8d6-78094e49e1dc,"Above-ground remains of a gravel pit of unknown date at Buckbarrow, Wasdale",yes,,,2,Probable,Point,2,N,N,1,1
39215,GRAVEL PIT,37029,"Gravel pit near Wast Water, Wasdale",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated near to Wast Water.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,f7c3cae9-2e4e-4ee5-964f-3ffd3d1be18d,"Above-ground remains of a gravel pit of unknown date at Wast Water, Wasdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39216,GRAVEL PIT,37030,"Gravel pit near Wast Water, Wasdale",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated on the West bank of Wast Water.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,afc80c2b-8e03-4df6-97e9-40bc58cffdcf,"Above-ground remains of a quarry of unknown date at Wast Water, Wasdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39217,GRAVEL PIT,37032,"Gravel pit near Windsor Farm, Wasdale",,"This gravel pit (steep-sided pit formed by, and for, the extraction of gravel) is situated near to Windsor Farm.",POST MEDIEVAL,POST MEDIEVAL,UNCERTAIN EVIDENCE,Gravel pit.,942839cf-4241-4df9-adf1-75bb1daf4f23,"Above-ground remains of a gravel pit of unknown date at Windsor Farm, Wasdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39225,GRAVEL PIT,37412,"Gravel pit Kidbeck Farm, Wasdale",,"The remains of a Post Medieval gravel pit (steep-sided pit formed by, and for, the extraction of gravel) recorded as an earthwork.",POST MEDIEVAL,POST MEDIEVAL,EARTHWORK,A quarry some 20m by 15 to 16m in size is situated at the side of the road. Edges of the quarry appear to be loose and suggest that gravel has been extracted from this site.,e82c7170-7cb5-47f8-9e11-af41e1ae62f3,"Above-ground remains of a post-medieval gravel pit at Kidbeck Farm, Wasdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39566,LEAT,38997,"Leat associated with Hartsop Hall lead mine in Low Wood, Howe Green Farm",,Leat (an artificial water channel) of post medieval to 20th century date.,POST MEDIEVAL,20TH CENTURY,STRUCTURE,"This leat links the former lead mine works with the dam located some distance to the East. The leat is cut into the ground and is between 0.3m to 0.6m in depth. The leat is commonly 1.3m in width. The leat is stone-lined in places, and in one location is",c06aea47-f070-4f7a-a13e-d4196c6284f5,"Above-ground remains of a post-medieval to modern leat at Low Wood, Patterdale",yes,Above-ground feature(s),Low,2,Probable,Point,NA,N,N,1,1
39578,GRAVEL PIT,39009,Small gravel quarry located to the south of Brothers Water,,"A gravel extraction site (a steep-sided pit formed by, and for, the extraction of gravel) of medieval to post medieval date.",MEDIEVAL,20TH CENTURY,STRUCTURE,"This quarry is located on the valley bottom to the South of Brothers Water and appears to have been quarried as a source of lake deposits, river cobbles and gravel. The quarry is roughly 8m by 6m in size, but is only 0.5m in depth (S2860).",17a3f64b-9117-46ac-a304-5902d9a2536e,"Above-ground remains of a quarry of unknown date at Brothers Water, Patterdale",yes,Above-ground feature(s),Low,2,Probable,Point,2,N,N,1,1
39620,BIELD,39051,"Bield wall, Hartsop Hall Farm",,A collapsed bield wall (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This collapsed bield wall is roughly 18m in length, there are some lengths of stacked material along the length of the wall standing to a height of 0.5m. However the majority of the bield has collapsed and has tumbled off to create a low linear mound of",acddf30b-61c6-4631-92d2-08643ddd7df2,"Above-ground remains of a medieval to post-medieval wall at Hartsop Hall Farm, Patterdale",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
39645,BIELD,39076,"Small bield wall on Little Hart Crag, Hartsop Hall Farm",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This structure consists of a single wall built into the bottom of a scree slope at the base of a crag in order to create a small sheltered enclosure. The wall is roughly 12m in length and is very roughly built, it certainly appears to be a bield rather t",75964f11-b9d7-4747-ac9b-58f97e8a80ed,"Structural remains of a bield of unknown date at Little Hart Crag, Patterdale",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
39662,BIELD,39093,"Bield wall, Dovedale Beck, Hartsop Hall Farm",,A bield (a wall built to give shelter to sheep) of medieval date.,MEDIEVAL,MEDIEVAL,STRUCTURE,This bield wall is some 20m in length and is typical of the type of dry-stone walls style construction for bield walls on the high ground (S2860).,13d737da-9d21-4837-b4de-6d5f77be2a5f,"Structural remains of a medieval wall at Dovedale Beck, Patterdale",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
39683,BIELD,39117,"Bield, Brothers Water, Hartsop Hall Farm",,Bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,This feature is an odd looking pile of stones located in the top half of the bottom intake field to the East of Brothers Water. The bield or length of collapsed wall is 8m in length and curves into the slope of the hill rather than simply running up and,f5bf0cab-37de-4958-a6ab-f50ed015e706,"Structural remains of a sheepfold of unknown date at Brothers Water, Patterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39686,BIELD,39120,"Ruined Sheepfold or Bield, Brothers Water, Hartsop Hall Farm",,Ruined sheepfold (a pen or enclosure used for containing sheep) or bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield or ruined sheep fold structure is concentrated around three large earthfast boulders. The remaining wall runs for a distance of 12m downslope and is roughly 4m in width and stands to a height of 0.6m (S2860).,2706afb8-3346-426e-a25c-eab8cf8695f6,"Structural remains of a sheepfold of unknown date at Brothers Water, Patterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39714,BIELD,39155,"Bields, north-west of Pikeside Farm, Duddon",,Two ruined bields (walls built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Two small ruined bield walls located on the fell to the East of the copper mine level recorded as National Trust site 27339 (S2953).,3c82d45e-791e-47d0-8a26-37b36f77b4a9,"Structural remains of post-medieval bields at Pikeside Farm, Ulpha",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39715,BIELD,39156,"Bield, north-west of Pikeside Farm, Duddon",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Stone bield wall in the enclosed fell to the North of Pikeside Farm. This bield is L-shaped and would have provided shelter for the stock (S2953).,40236c8f-9862-429d-8012-42a9ee4d07ec,"Structural remains of a post-medieval bield at Pikeside Farm, Ulpha",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39716,BIELD,39157,"Bield, north-west of Pikeside Farm, Duddon",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield is located on the enclosed fell to the North of Pikeside Farm. The bield is L-shaped and would have provided shelter for stock (S2953).,6768dbe3-de80-421b-b229-8d4f40d15fb2,"Structural remains of a post-medieval bield at Pikeside Farm, Ulpha",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39717,BIELD,39158,"Bield, north-west of Pikeside Farm, Duddon",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield located on the enclosed land to the North of Pikeside Farm. This bield appears as a single course of walling located on a crag below The Pike (S2953).,faa2ed52-550b-4a40-b8e1-ca08682a5012,"Structural remains of a post-medieval bield at Pikeside Farm, Ulpha",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39718,BIELD,39159,"Bield, south-west of Pikeside Farm, Duddon",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield located in an intake field to the South of Pikeside Farm. This bield is a single wall built to provide shelter for ther stock (S2953).,8fab581f-57a9-4047-a3c3-32e2839adf21,"Structural remains of a post-medieval bield at Pikeside Farm, Ulpha",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39720,BIELD,39160,"Bield, south of Pikeside Farm, Duddon",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield located in an intake field to the South of Pikeside Farm (S2953).,f2ec9990-71c0-4186-8ac0-2c03516e7264,"Above-ground and structural remains of a post-medieval bield at Pikeside Farm, Ulpha",yes,Structure(s) + above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
39723,BIELD,39166,"Bield, south of Hartsop Hall Farm",,Ruined bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This bield is now visible just as a low foundation roughly 10m long x 2m in width. The wall stands up to 0.2m in height (S2860, E1471).",fd398b35-81f6-4f24-8006-41c25cfa80aa,"Above-ground remains of a bield and cairn of unknown date at Hartsop Hall Farm, Patterdale",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
39727,BIELD,39173,"Bield, south of Hartsop Hall Farm",,Bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield or shelter wall is roughly 18m in length and 0.8m in height. The bield wall is located on the steeply sloping valley side close to the top edge of the most southerly intake field belonging to Hartsop Hall Farm (S2860).,1e578cbf-412f-4a8c-a861-39de2586a2c6,"Structural remains of a bield of unknown date at Kirkstone Beck, Patterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39770,BIELD,39219,"Bield, north of Caudale Head, Howe Green Farm",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield is roughly 0.5m high and runs for a distance of roughly 4m. The bield includes a large orthostat in its build and is made of material roughly 0.3m in size (S2860).,32c0d831-fb35-45d5-b75d-da0b4988d8de,"Structural remains of a post-medieval bield at Caudale Head, Patterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39772,BIELD,39221,"Ruined Bield, north of Caudale Head, Howe Green Farm",,A ruined bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This bield is roughly 2m wide x 8m in length. The remaining stonework stands 0.5m high (S2860).,21eba544-9801-4a3e-8400-558fd3b60166,"Structural remains of a post-medieval bield at Caudale Head, Patterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39775,BIELD,39223,"Circular Bield, Kirkstone Pass, Howe Green Farm",,A bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"This bield is located alongside the pathway leading up towards the slate quarry workings recorded as National Trust site 27410. The bield is ruined and stands only 0.4m high, the bield is perhaps 9m in length. The bield is horseshoe-shaped and is open on",8b14798a-a6f0-4a76-bb3e-4cd08daf0c75,"Structural remains of a post-medieval bield at Kirkstone Pass, Pattterdale",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39821,GRAVEL PIT,39288,"Gravel Quarry, Wall End Farm, Great Langdale",,Small gravel quarry of post medieval to 20th century date.,POST MEDIEVAL,20TH CENTURY,EARTHWORK,"Gravel quarry, roughly 9m by 7m and about 3m deep. Five large boulders on the floor of the quarry. It is likely to have produced hardcore for the building of the Little Langdale road (S2878).",397233f7-ace3-48d6-9234-2403bd8d32f1,"Above-ground remains of a quarry of unknown date at Wall End Farm, Lakes",yes,Above-ground feature(s),Low,1,Possible,Point,2,N,N,1,1
39822,GRAVEL PIT,39289,"Gravel Quarry, Wall End Farm, Great Langdale",,Gravel quarry of post medieval to 20th century date.,POST MEDIEVAL,20TH CENTURY,EARTHWORK,"Two adjoining scoop quarries, roughly 1m deep and 4m wide and 8m in length, both sides are revetted in stone. The second scoop is roughly 5m by 6m in size and is 0.75m deep but is unrevetted. Its likely use is as a source of hard core for the Little Lang",03500d59-2ff1-442a-8308-1c5cee219d73,"Above-ground remains of a quarry of unknown date at Wall End Farm, Lakes",yes,Above-ground feature(s),Low,1,Possible,Point,2,N,N,1,1
39823,BIELD,39290,"Ruined Bield, near Wall End Farm, Great Langdale",,Ruined bield (a wall built to give shelter to sheep) of medieval to post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"The ruined bield is 10m in length x 0.5m high, 1m thick and is made out of large rounded boulders (S2878).",21a59b14-aaaf-4865-98f2-67c7e31b072c,"Structural remains of a bield of unknown date at Wall End Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39824,GULLY,39291,"Revetted Channel, Wall End Farm, Great Langdale",,Revetted channel of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"The feature is 7m in length and 1.5m high. This is separated by a flat wet area from another earthen revetted bank. This is roughly 12m in length, 3m wide and 1.2m tall. The feature is located on the beck edge (S2878).",faa502a8-25e4-48a8-8f4a-97ccb7a3e1ea,"Above-ground remains of a post-medieval revetment at Wall End Farm, Lakes",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
39828,BIELD,39295,"Bield, near Wall End Farm, Great Langdale",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A three-sided bield measuring 1m by 2m by 1.5m and 0.5m in height (S2878).,fffe7cbb-238b-4d6b-b84a-27c6f5e19290,"Structural remains of a post-medieval bield at Wall End Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39829,BIELD,39296,"Bield, near Wall End Farm, Great Langdale",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,The bield is 2.5m in length and 0.5m in height (S2878).,7803f9de-ef0c-4b70-9f35-17f24f63f817,"Structural remains of a post-medieval bield at Wall End Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39832,BIELD,39299,"Bield near Wall End Farm, Great Langdale",,Small bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A small bield 2.5m long 0.7m tall and a single course thick. The feature is made up of small rounded boulders (S2878).,4a08b91f-da00-4817-855d-cacdf0d63458,"Structural remains of a post-medieval bield at Wall End Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
39833,GRAVEL PIT,39300,"Quarry, near Wall End Farm, Great Langdale",,A gravel quarry of post medieval to 20th century date.,POST MEDIEVAL,20TH CENTURY,STRUCTURE,"The quarry is roughly 9m in length, 3m wide and 1m in depth. Part of the one of the facings has been revetted in stone. It is likely to have provided hardcore for the Little Langdale road (S2878).",7431b755-00ef-4015-990b-79b0686586a4,"Above-ground remains of a quarry of unknown date at Wall End Farm, Lakes",yes,Above-ground feature(s),Low,1,Possible,Point,2,N,N,1,1
39890,BIELD,39368,"Bield, Glenamara Park, Ullswater",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Bield (S2996).,5a60f63f-e461-4f93-bca9-87278d3bc5f2,"Structural remains of a post-medieval bield at Glenamara Park, Patterdale",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
39902,LEAD WORKING SITE,39388,"Surface Workings, Kirkstone Lead Mine, Hartsop Hall Farm",,Surface lead workings (a site used for the production and/or working of metallic lead) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This small area of surface working debris is located below the adit level associated with Kirkstone Pass Lead mine. This surface working is likely to have taken place as part of a period of prospecting and testing in order to locate the vein (S2860).,1b420e3a-624a-4f80-8652-afaa12b87886,"Above-ground remains of post-medieval surface workings at Kirkstone Pass, Patterdale",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
39903,LEAD WORKINGS,39389,"Surface Workings, Kirkstone Lead Mine, Hartsop Hall Farm",,Surface workings of lead (a site used for the production and/or working of metallic lead) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This small area of surface working debris is located below the adit level associated with Kirkstone Pass Lead mine. This surface working is likely to have taken place as part of a period of prospecting and testing in order to locate the vein (S2860).,252f644d-a203-4e16-a508-dd8281fe4e2c,"Above-ground remains of post-medieval surface workings at Kirkstone Pass, Patterdale",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
39940,BIELD,39474,"Bield, Dale End Farm,  Little Langdale",,Bield,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Footing remains of a first course extant; the monument extends c. 10m East to West.,d1205067-b528-49ea-90b8-85d03c4f3808,"Structural remains of a bield of unknown date at Dale End Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
40003,BIELD,39571,"Bield, Lad Howe,  High Wallowbarrow Farm, Duddon",,Bield,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Extends for about 6m and is curved to the South extant up to 0.5m (National Trust Survey 05/2004).,e89b2399-5b33-40e1-b246-dd8432ee77ac,"Structural remains of a bield of unknown date at Lad Howe, Ulpha",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40006,BIELD,39574,"A Pair of Bields, E of The Knot,  High Wallowbarrow Farm, Duddon",,Bields,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A pair of staggered bields built onto a South-facing slope of a rounded crag, each one is c. 3m long x 0.75m wide and are aligned Northwest to Southeast.",cf8e3dc9-cbd5-48fc-9d09-11ec61163824,"Structural remains of bields of unknown date at The Knot, Ulpha",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40007,BIELD,39575,"A Pair of Bields,  High Wallowbarrow Farm, Duddon",,Bields,MEDIEVAL,POST MEDIEVAL,STRUCTURE,A pair of bields set at right angles to each other aligned North to South and East to West.   Built out of large boulders may originally be part of a land clearance - constructed adjacent to relatively good grazing land.,f391ce23-9c01-4a54-909f-191856ebf7b9,"Structural remains of bields of unknown date at The Knot, Ulpha",yes,Structure(s),Medium,1,Possible,Point,1,N,N,1,1
40056,BIELD,39978,"Shelter south of Silver Howe, Grasmere",,A small bield (a wall built to give shelter to sheep) of medieval or post medieval date.,MEDIEVAL,POST MEDIEVAL,STRUCTURE,"Possible sheep shelter, 4m x 2m, located at the base of a scree slope South of Silver Howe. The shelter utilises two boulders in its circumference, with a rear wall of three courses of roughly built stone, and a less substantial front wall of two courses",b7bafc49-7623-4b42-afbe-0f250d0c63f2,"Above-ground remains of a bield of unknown date at Silver Howe, Lakes",yes,Above-ground feature(s),Medium,1,Possible,Point,1,N,N,1,1
40059,BIELD,60045,"Bield at the eastern end of Broad Crag, Great Langdale",,"This is a small sub-circular bield that is located against an outcrop on the western side of the ghyll. It consists of rough, angular, dry-stone that is approximately five courses high.",MEDIEVAL,POST MEDIEVAL,STRUCTURE,"(OA North site visit 2005) This is a small sub-circular bield that is located against an outcrop on the western side of the ghyll. It consists of rough, angular, dry-stone that is approximately five courses high. A small part of the wall has collapsed an",cbff0205-e249-4a3b-9a3e-471ee3fb0ad0,"Structural remains of a bield of unknown date at Broad Crag, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
