shine_uid,shine_name,shine_form,significan,web_url,last_edit,FISH_Broad_Type,FISH_Type_Count,FISH_Rank,Aggregated_Period,Period_Rank,Status_MAx
40664,"Structural remains of a post-medieval sheepfold at Yew Crag, Watendlath",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40665,"Structural remains of a post-medieval building at Yew Crag, Watendlath",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
40666,"Above-ground remains of a post-medieval charcoal burning platform at Hazel Bank, Watendlath",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40667,"Above-ground and structural remains of post-medieval charcoal burning site at Hazel Bank, Watendlath",Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40670,"Above-ground remains of a post-medieval charcoal burning platform at Resting Stone, Watendlath",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40671,"Above-ground remains of post-medieval charcoal burning platforms at Yew Crag, Watendlath",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40674,"Structural remains of a post-medieval bield at Resting Stone, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40676,"Above-ground remains of a post-medieval sheepfold at Great Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40677,"Structural remains of a post-medieval sheepfold at Great Crag, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40678,"Structural remains of a post-medieval sheepfold at Great Crag, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40679,"Above-ground remains of a post-medieval sheepfold at Great Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40681,"Above-ground remains of a post-medieval cairnfield at Robinbank Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,POST-MEDIEVAL (1540-1900),4,
40682,"Above-ground remains of a cairn of unknown date at Robinbank Crag, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,PREHISTORIC (pre-43AD),8,
40684,"Structural remains of a post-medieval clapper bridge at Watendlath Beck, Borrowdale",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40685,"Above-ground remains of a post-medieval mound at Reecastle Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
40687,"Above-ground remains of post-medieval charcoal burning platforms at Goat Crag, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40688,"Above-ground remains of a post-medieval charcoal burning platform at Goat Crag, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40691,"Structural remains of a post-medieval bield at Goat Crags, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40692,"Above-ground remains of post-medieval cairns at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40693,"Structural remains of a post-medieval barn at Goat Gill, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40694,"Above-ground remains of post-medieval clearance cairns at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40695,"Above-ground remains of a post-medieval clearance cairn at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40696,"Above-ground remains of post-medieval ridge and furrow at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40697,"Above-ground remains of a post-medieval clearance cairn at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40698,"Above-ground remains of a post-medieval clearance cairn at Watendlath, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40699,"Above-ground remains of post-medieval ridge and furrow at Black Waugh, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40700,"Above-ground remains of a post-medieval charcoal burning platform at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40701,"Structural remains of a post-medieval sheepfold at Goat Crags, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40702,"Above-ground remains of post-medieval ridge and furrow at Watendlath Beck, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40705,"Above-ground remains of post-medieval ridge and furrow at Watendlath Tarn, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40709,"Above-ground remains of a post-medieval trackway at Watendlath Beck, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40712,"Above-ground remains of post-medieval trackway at Goat Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40714,"Above-ground remains of post-medieval trackways at Goat Crags, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40717,"Above-ground remains of a post-medieval trackway at Watendlath Tarn, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-13 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40719,"Above-ground remains of a post-medieval trackway at Watendlath Tarn, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40740,"Above-ground remains of a charcoal burning platform of unknown date at Moss Mire, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40741,"Above-ground remains of a charcoal burning platform of unknown date at Moss Mire, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40742,"Above-ground remains of a charcoal burning platform of unknown date at Moss Mire, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40743,"Above-ground remains of a charcoal burning platform of unknown date at Moss Mire, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40748,"Structural remains of a post-medieval boat house at Loughrigg Tarn, Lakes",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40753,"Structural remains of a post-medieval bridge and barn at Fox How Land, Lakes",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40755,"Above-ground remains of a post-medieval quarry at Fox How, Ambleside",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,2,10,POST-MEDIEVAL (1540-1900),4,
40756,"Structural remains of a post-medieval shelter at Murl Rigg, Ennerdale and Kinniside",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40757,"Above-ground remains of a post-medieval sheepfold at Lower Kern Knotts, Wasdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40758,"Structural remains of a post-medieval bield at Gable Beck, Ennerdale and Kinniside",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40759,"Structural remains of a post-medieval sheepfold at Yew Crag, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40760,"Structural remains of a post-medieval bield at Yew Crag, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40762,"Above-ground remains of a post-medieval charcoal burning platform at Yew Crag, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40763,"Structural remains of a post-medieval clapper bridge at Firth Wood, Borrowdale",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40764,"Above-ground remains of post-medieval ridge and furrow at Peathow, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,2,11,20TH CENTURY,3,
40765,"Above-ground remains of post-medieval ridge and furrow and track at Rosthwaite, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40767,"Above-ground remains of a clearance cairn of unknown date at New Bridge, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,MEDIEVAL (1066-1540),5,
40768,"Structural remains of a post-medieval bield at Scaleclose Coppice, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40769,Above-ground and structural remains of post-medieval ridge and furrow and buildings at Borrowdale,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40772,"Above-ground remains of post-medieval ridge and furrow at Scaleclose Coppice, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40773,"Above-ground remains of a post-medieval charcoal burning platform at Scaleclose Coppice, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40775,"Above-ground remains of a clearance cairn of unknown date at Scaleclose Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,PREHISTORIC (pre-43AD),8,
40776,"Structural remains of a post-medieval sheepfold at Scaleclose Coppice, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40777,"Above-ground remains of a post-medieval charcoal burning platform at Scaleclose Coppice, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40778,"Above-ground remains of a post-medieval charcoal burning platform at High Doat, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40780,"Structural remains of a post-medieval building at Johnny's Wood, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
40781,"Structural remains of a post-medieval clapper bridge at Johnny's Wood, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,TRANSPORT,1,6,POST-MEDIEVAL (1540-1900),4,
40784,"Structural remains of a post-medieval sheepfold at Johnny's House, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40785,"Structural remains of a post-medieval bield at Johnny's House, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40787,"Above-ground remains of a post-medieval charcoal burning platform at Johnny's House, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40788,"Above-ground remains of a post-medieval charcoal burning platform at Galleny Force, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40789,"Above-ground remains of cairns of unknown date at Galleny Force, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,PREHISTORIC (pre-43AD),8,
40794,"Above-ground remains of post-medieval peat cutting at Bull Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40795,"Above-ground remains of a post-medieval charcoal burning platform at Racom Bands, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40797,Above-ground and structural remains of a post-medieval platform and sheepfold at  Borrowdale,Structure(s) + above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40798,"Above-ground remains of a post-medieval charcoal burning platform at Cop Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40799,"Above-ground remains of a post-medieval charcoal burning platform at Cop Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40800,"Above-ground remains of a post-medieval charcoal burning platform at Racom Bands, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40801,"Above-ground remains of a post-medieval charcoal burning platform at Racom Bands, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40802,"Structural remains of a post-medieval bield at Racom Bands, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40803,"Above-ground remains of post-medieval peat cutting at Racom Bonds, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40804,"Above-ground remains of a post-medieval bank at Belt Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40805,"Above-ground remains of post-medieval peat cutting at Belt Knott, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40806,"Above-ground remains of a post-medieval enclosure at Belt Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,"RELIGIOUS, RITUAL AND FUNERARY",1,7,MEDIEVAL (1066-1540),5,
40807,"Structural remains of a post-medieval shelter at Belt Knott, Borrowdale",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40808,"Above-ground remains of a platform, shelter and cairn of unknown date at Belt Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40811,"Structural remains of a post-medieval sheepfold at Belt Knott, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40812,"Structural remains of a post-medieval building at Belt Knott, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
40813,"Above-ground remains of post-medieval charcoal burning platforms at Stepping Stone, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40814,"Above-ground remains of a post-medieval washfold at Stepping Stones, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40816,"Structural remains of a post-medieval sheepfold at Smithymire Island, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40817,"Above-ground remains of post-medieval charcoal burning platforms at High Crag, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40819,"Structural remains of a post-medieval bield at High Crag, Borrowdale",Structure(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40820,"Above-ground remains of a post-medieval building at High Crag, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,MONUMENT (BY FORM),1,3,POST-MEDIEVAL (1540-1900),4,
40821,"Structural remains of a post-medieval sheepfold at High Crag, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40822,"Structural remains of a post-medieval bield at Smithymire Island, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40823,"Structural remains of a post-medieval sheepfold at Smithymire Island, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40824,"Structural remains of a post-medieval platform and shelter at Smithymire Island, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40825,"Structural remains of post-medieval shelters at Smithymire Island, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40827,"Above-ground remains of a post-medieval charcoal burning platform at Cop Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40828,"Above-ground remains of a post-medieval charcoal burning platform at Cop Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40829,"Above-ground remains of a post-medieval charcoal burning platform at Ivy Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40830,"Above-ground remains of a post-medieval charcoal burning platform at Ivy Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40831,"Above-ground remains of a post-medieval charcoal burning platform at Ivy Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40832,"Above-ground remains of a post-medieval charcoal burning platform at Ivy Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40833,"Above-ground remains of a post-medieval charcoal burning platform at Ivy Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40834,"Above-ground remains of a post-medieval charcoal burning platform at Ivy Knott, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40835,"Structural remains of a post-medieval bield at Blackmoss Pot, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40836,"Structural remains of a post-medieval sheepfold at Blackmoss Pot, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40837,"Structural remains of a post-medieval sheepfold at Stepping Stones, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40838,"Above-ground remains of a post-medieval platform and pound at Greenup Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40839,"Above-ground remains of a post-medieval charcoal burning platform at Greenup Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40840,"Structural remains of a post-medieval shelter at Greenup Gill, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,AGRICULTURE AND SUBSISTENCE,1,11,POST-MEDIEVAL (1540-1900),4,
40841,"Structural remains of a post-medieval enclosure at Greenup Gill, Borrowdale",Structure(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,MONUMENT (BY FORM),1,3,MEDIEVAL (1066-1540),5,
40842,"Above-ground remains of a post-medieval charcoal burning platform at Greenup Gill, Borrowdale",Above-ground feature(s),Medium,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,INDUSTRIAL,1,10,POST-MEDIEVAL (1540-1900),4,
40843,"Above-ground remains of an enclosure of unknown date at Long Band, Borrowdale",Above-ground feature(s),Low,http://ads.ahds.ac.uk/catalogue/,2012-12-14 00:00:00,MONUMENT (BY FORM),1,3,PREHISTORIC (pre-43AD),8,
